0,2.201E-6
30000,1.2904578
60000,5.352009801
90000,16.9648036
120000,23.065543599
150000,36.513888201
180000,48.3700822
210000,62.7250954
240000,81.5624663
270000,104.2292589
300000,133.220204
330000,171.5567675
360000,229.5083543
