0,1.7E-6
30000,1.4060801
60000,5.6818912
90000,13.1068629
120000,21.3933874
150000,32.039150501
180000,45.8650149
210000,62.6559081
240000,82.5742373
270000,105.2972729
300000,134.6150414
330000,161.956262401
360000,190.6328361
